query,truth,response
Query: Select all options that are adjacent to and southwest of The State of North Dakota? You may choose one or more options. Options: a. The State of Minnesota b. Zipcode 58460 c. Zipcode 58725 d. Zipcode 56296 e. None of the above,e,"a,e"
Query: Select all options that are adjacent to and southeast of Zipcode 22307? You may choose one or more options. Options: a. Zipcode 22310 b. Zipcode 22306 c. Zipcode 22314 d. Zipcode 22303 e. None of the above,d,"a,b,c"
Query: Select all options that are south of Miller County Missouri? You may choose one or more options. Options: a. Zipcode 65052 b. The State of Missouri c. Zipcode 65026 d. Zipcode 65053 e. None of the above,d,"c,e"
Query: Select all options that are adjacent to and east of Pickens County Georgia? You may choose one or more options. Options: a. Zipcode 30513 b. Bartow County Georgia c. Gordon County Georgia d. Zipcode 30734 e. None of the above,c,"b,e"
Query: Select all options that are adjacent to and southwest of Zipcode 55927? You may choose one or more options. Options: a. Zipcode 55985 b. Zipcode 55963 c. Zipcode 55940 d. Zipcode 55944 e. None of the above,e,"b,c,d"
Query: Select all options that are adjacent to and south of Zipcode 34491? You may choose one or more options. Options: a. Zipcode 32162 b. Zipcode 34473 c. Zipcode 32159 d. Zipcode 34484 e. None of the above,e,e
Query: Select all options that are adjacent to and south of Zipcode 58768? You may choose one or more options. Options: a. Zipcode 58790 b. Zipcode 58785 c. Zipcode 58731 d. Zipcode 58701 e. None of the above,c,e
Query: Select all options that are inside of Franklin County Virginia? You may choose one or more options. Options: a. The State of Virginia b. Pittsylvania County Virginia c. Zipcode 24012 d. Zipcode 24017 e. None of the above,a,"b,c,d"
Query: Select all options that are east of Johnson County Missouri? You may choose one or more options. Options: a. Zipcode 64134 b. Zipcode 64034 c. Zipcode 64149 d. Saline County Missouri e. None of the above,"a,b,c","b,c,e"
Query: Select all options that are inside of Campbell County Virginia? You may choose one or more options. Options: a. Bedford County Virginia b. Zipcode 23967 c. Zipcode 24526 d. Zipcode 24588 e. None of the above,d,e
Query: Select all options that are adjacent to and west of Lewis and Clark County Montana? You may choose one or more options. Options: a. Zipcode 59645 b. Cascade County Montana c. Zipcode 59647 d. Meagher County Montana e. None of the above,"a,b,d","b,e"
Query: Select all options that are adjacent to and northwest of Zipcode 49321? You may choose one or more options. Options: a. Zipcode 49341 b. Zipcode 49544 c. Zipcode 49306 d. Zipcode 49534 e. None of the above,e,e
Query: Select all options that are adjacent to and southwest of The State of Pennsylvania? You may choose one or more options. Options: a. Zipcode 17024 b. Zipcode 14892 c. Zipcode 13827 d. Zipcode 14894 e. None of the above,"b,c,d",e
Query: Select all options that are southeast of Zipcode 37151? You may choose one or more options. Options: a. Zipcode 37087 b. Zipcode 37090 c. Zipcode 37057 d. Zipcode 37030 e. None of the above,e,e
Query: Select all options that are adjacent to and east of Zipcode 14513? You may choose one or more options. Options: a. Zipcode 14548 b. Zipcode 14537 c. Zipcode 14505 d. Zipcode 14551 e. None of the above,e,e
Query: Select all options that are inside of Bath County Virginia? You may choose one or more options. Options: a. The State of Virginia b. Zipcode 24426 c. Pocahontas County West Virginia d. Zipcode 24448 e. None of the above,a,"a,b,d"
Query: Select all options that are inside of Ontario County New York? You may choose one or more options. Options: a. Wayne County New York b. Zipcode 14585 c. The State of New York d. Zipcode 14466 e. None of the above,c,"b,d"
Query: Select all options that are adjacent to and southwest of The State of Utah? You may choose one or more options. Options: a. Zipcode 82901 b. Zipcode 82938 c. Zipcode 82936 d. Zipcode 84023 e. None of the above,"a,b,c",e
Query: Select all options that are adjacent to and north of Zipcode 49806? You may choose one or more options. Options: a. Zipcode 49822 b. Zipcode 49895 c. Zipcode 49862 d. Zipcode 49826 e. None of the above,e,e
Query: Select all options that are west of The State of Mississippi? You may choose one or more options. Options: a. Zipcode 36910 b. Zipcode 35464 c. Zipcode 36922 d. Zipcode 35443 e. None of the above,"a,b,c,d",e
Query: Select all options that are southwest of Zipcode 90065? You may choose one or more options. Options: a. Zipcode 90031 b. Zipcode 90032 c. Zipcode 90029 d. Zipcode 90090 e. None of the above,e,e
Query: Select all options that are adjacent to and east of Zipcode 11975? You may choose one or more options. Options: a. Zipcode 11962 b. Zipcode 11932 c. Zipcode 11937 d. Zipcode 11963 e. None of the above,a,e
Query: Select all options that are northwest of Zipcode 49331? You may choose one or more options. Options: a. Zipcode 48849 b. Zipcode 48815 c. Zipcode 49306 d. Zipcode 49316 e. None of the above,a,e
Query: Select all options that are adjacent to and northeast of Zipcode 53530? You may choose one or more options. Options: a. Zipcode 53516 b. Zipcode 53586 c. Zipcode 53803 d. Zipcode 53807 e. None of the above,b,e
Query: Select all options that are adjacent to and south of Zipcode 66846? You may choose one or more options. Options: a. Zipcode 66849 b. Zipcode 66833 c. Zipcode 66869 d. Zipcode 66872 e. None of the above,e,e
Query: Select all options that are adjacent to and northwest of Pope County Minnesota? You may choose one or more options. Options: a. K b. Zipcode 56343 c. Zipcode 56289 d. Swift County Minnesota e. None of the above,"a,c","d,e"
Query: Select all options that are adjacent to and northeast of Sullivan County Missouri? You may choose one or more options. Options: a. Zipcode 64601 b. Linn County Missouri c. Grundy County Missouri d. Zipcode 63557 e. None of the above,e,e
Query: Select all options that are adjacent to and northwest of Washington County Tennessee? You may choose one or more options. Options: a. Hawkins County Tennessee b. The State of North Carolina c. Zipcode 28705 d. Zipcode 37650 e. None of the above,e,"a,e"
Query: Select all options that are adjacent to and southeast of Zipcode 06489? You may choose one or more options. Options: a. Zipcode 06467 b. Zipcode 06479 c. Zipcode 06444 d. Zipcode 06716 e. None of the above,e,e
Query: Select all options that are southwest of Christian County Missouri? You may choose one or more options. Options: a. Zipcode 65714 b. Zipcode 65810 c. Zipcode 65619 d. Zipcode 65625 e. None of the above,e,e
Query: Select all options that are adjacent to and southwest of Queens County New York? You may choose one or more options. Options: a. Zipcode 11021 b. Zipcode 11020 c. Zipcode 11354 d. Zipcode 11042 e. None of the above,"a,b,d",e
Query: Select all options that are adjacent to and north of Zipcode 15823? You may choose one or more options. Options: a. Zipcode 15853 b. Zipcode 15840 c. Zipcode 15824 d. Zipcode 15846 e. None of the above,e,"c,e"
Query: Select all options that intersect with Rock County Minnesota? You may choose one or more options. Options: a. Nobles County Minnesota b. The State of South Dakota c. Zipcode 56129 d. Zipcode 57068 e. None of the above,"c,d","a,e"
Query: Select all options that are west of Zipcode 12197? You may choose one or more options. Options: a. Zipcode 13750 b. Zipcode 12175 c. Zipcode 13320 d. Zipcode 12155 e. None of the above,b,"b,e"
Query: Select all options that are northwest of Zipcode 01075? You may choose one or more options. Options: a. Zipcode 01040 b. Zipcode 01022 c. Zipcode 01035 d. Zipcode 01020 e. None of the above,b,e
Query: Select all options that are adjacent to and north of Zipcode 50586? You may choose one or more options. Options: a. Zipcode 50566 b. Zipcode 50523 c. Zipcode 50563 d. Zipcode 50518 e. None of the above,e,e
Query: Select all options that are adjacent to and west of Zipcode 57059? You may choose one or more options. Options: a. Zipcode 57052 b. Zipcode 57376 c. Zipcode 57063 d. Zipcode 57066 e. None of the above,e,e
Query: Select all options that are north of San Benito County California? You may choose one or more options. Options: a. Zipcode 93610 b. Zipcode 93906 c. Zipcode 93622 d. Zipcode 93925 e. None of the above,e,e
Query: Select all options that are west of Wilson County Texas? You may choose one or more options. Options: a. Zipcode 78164 b. Bexar County Texas c. Zipcode 78143 d. Zipcode 78124 e. None of the above,a,e
Query: Select all options that are adjacent to and northwest of Los Angeles County California? You may choose one or more options. Options: a. Zipcode 92646 b. Zipcode 93552 c. Zipcode 92823 d. Zipcode 90621 e. None of the above,"c,d",e
Query: Select all options that are adjacent to and north of Zipcode 33909? You may choose one or more options. Options: a. Zipcode 33917 b. Zipcode 33990 c. Zipcode 33991 d. Zipcode 33993 e. None of the above,b,e
Query: Select all options that are adjacent to and southwest of Zipcode 04575? You may choose one or more options. Options: a. Zipcode 04578 b. Zipcode 04576 c. Zipcode 04571 d. Zipcode 04538 e. None of the above,e,"a,b,c"
Query: Select all options that are adjacent to and northeast of Zipcode 53916? You may choose one or more options. Options: a. Zipcode 53039 b. Zipcode 53579 c. Zipcode 53098 d. Zipcode 53925 e. None of the above,d,"d,e"
Query: Select all options that are adjacent to and northeast of Zipcode 58060? You may choose one or more options. Options: a. Zipcode 58032 b. Zipcode 58067 c. Zipcode 58013 d. Zipcode 58054 e. None of the above,a,"b,e"
Query: Select all options that are adjacent to and southeast of Potter County Pennsylvania? You may choose one or more options. Options: a. Zipcode 17745 b. Tioga County Pennsylvania c. Zipcode 14715 d. Zipcode 14708 e. None of the above,"c,d",e
Query: Select all options that are adjacent to and northeast of Elk County Pennsylvania? You may choose one or more options. Options: a. Centre County Pennsylvania b. Zipcode 16332 c. Jefferson County Pennsylvania d. Clearfield County Pennsylvania e. None of the above,c,e
Query: Select all options that are adjacent to and southwest of El Paso County Texas? You may choose one or more options. Options: a. Zipcode 79835 b. Otero County New Mexico c. Zipcode 79851 d. Zipcode 79934 e. None of the above,b,e
Query: Select all options that are west of Powhatan County Virginia? You may choose one or more options. Options: a. Zipcode 23114 b. Zipcode 23233 c. Zipcode 23235 d. Zipcode 23229 e. None of the above,"a,b,c,d",e
Query: Select all options that are adjacent to and north of The State of Missouri? You may choose one or more options. Options: a. Zipcode 62663 b. Zipcode 72662 c. Zipcode 65018 d. Zipcode 65565 e. None of the above,b,e
Query: Select all options that are adjacent to and southwest of Zipcode 98243? You may choose one or more options. Options: a. Zipcode 98261 b. Zipcode 98280 c. Zipcode 98286 d. Zipcode 98250 e. None of the above,e,e
Query: Select all options that are northwest of Zipcode 07840? You may choose one or more options. Options: a. Zipcode 07828 b. Zipcode 07825 c. Zipcode 07853 d. Zipcode 07863 e. None of the above,e,e
Query: Select all options that are northeast of Buffalo County Wisconsin? You may choose one or more options. Options: a. Zipcode 54629 b. Zipcode 55904 c. Zipcode 55906 d. Zipcode 55979 e. None of the above,"b,c,d",e
Query: Select all options that are adjacent to and northeast of Zipcode 45229? You may choose one or more options. Options: a. Zipcode 45232 b. Zipcode 45220 c. Zipcode 45224 d. Zipcode 45209 e. None of the above,e,"a,e"
Query: Select all options that are northwest of The State of Mississippi? You may choose one or more options. Options: a. Zipcode 36583 b. Zipcode 39705 c. Zipcode 36695 d. Zipcode 70785 e. None of the above,"a,c",e
Query: Select all options that are adjacent to and north of Lamb County Texas? You may choose one or more options. Options: a. Bailey County Texas b. Zipcode 79363 c. Zipcode 79027 d. Hockley County Texas e. None of the above,d,"a,e"
Query: Select all options that are adjacent to and northwest of Zipcode 74945? You may choose one or more options. Options: a. Zipcode 74962 b. Zipcode 74451 c. Zipcode 74960 d. Zipcode 74955 e. None of the above,d,e
Query: Select all options that are adjacent to and northwest of Zipcode 55025? You may choose one or more options. Options: a. Zipcode 55014 b. Zipcode 55047 c. Zipcode 55038 d. Zipcode 55013 e. None of the above,c,e
Query: Select all options that are southeast of Martin County Kentucky? You may choose one or more options. Options: a. Zipcode 41159 b. Zipcode 41257 c. Zipcode 41264 d. Zipcode 41124 e. None of the above,"a,b,c,d",e
